"id","title","authors","year","venue","search_strings","doi","abstract","keywords","citations"
"101","Numerical Analysis of Sb2Se3 Solar Cells: Optimizing Key Parameters for Enhanced Efficiency","V. Yadav; R. Pandey; J. Madan","2023","2023 IEEE Renewable Energy and Sustainable E-Mobility Conference (RESEM)","S3","10.1109/RESEM57584.2023.10236207","Recently investigators have unveiled another promising candidate for solar cell material, with unique properties that set it apart from traditional options. A recent study has conducted a comprehensive numerical analysis of Sb2Se3 solar cells using the Solar Cell Capacitance Simulator (SCAPS-1D) program. The research examined how different factors affect the efficiency of devices. These factors included the thickness of the Sb2Se3 layer, the density of defects at the interface of the absorber layer, the carrier concentration, energy level, and band gap. The simulation outcome show that optimal device performance can be achieved with specific values for each of these parameters will varying the interface defect density (IDD) from 1010 to 1019. For example, the ideal thickness for the Sb2Se3 absorber layer is 500 nanometres, and the bulk defect density (BDD) within the absorber layer should be less than 1015 cm−3. An optimum band gap of 1.2 eV and an energy level of 0.1 eV (above the valence band) are also recommended, along with a carrier concentration of 1014 cm−3. By optimizing these various parameters, it is possible to achieve a high efficiency rate. These findings offer valuable insights for the design and engineering of Sb2Se3 solar cells. By carefully controlling the key parameters highlighted in this study, researchers can work towards developing more efficient and effective Sb2Se3 solar cells, which could play an important role in renewable energy generation.","Sb2Se3;efficiency;solar cell;SCAPS-1D","3.0"
"102","Object Oriented BDD and Executable Human-Language Module Specification","E. Lee; J. Gong; Q. Cao","2023","2023 26th ACIS International Winter Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD-Winter)","S1+S2+S3","10.1109/SNPD-Winter57765.2023.10223873","This paper presents an approach to software development which uses a generative AI Model as compiler to translate human language requirements into high-level programming language. We propose an executable human-language module specification and a tool to support it, which has been used successfully for human-language UI test automation. We anticipate further development of this approach to enable complex software to be programmed in human language, allowing for more intuitive and efficient software development.","OOBDD (Object-oriented Behavior Driven Development);GPT;SDD (Specification Driven Development);BDD;HLP (Human Language Programming);LLM (Large Language Model);Generative AI","2.0"
"103","Optimizing PV Parameters in CH3NH3PbI3 Based Cell Through Device Modeling","A. Verma; N. Shrivastav; J. Madan","2023","2023 3rd International Conference on Emerging Frontiers in Electrical and Electronic Technologies (ICEFEET)","S3","10.1109/ICEFEET59656.2023.10452180","Perovskite materials have developed a lot of attention in the photovoltaic (PV) industry owing to its exceptional properties like high power conversion efficiency (PCE), tunable bandgaps, and low cost. Electron transport layers (ETL) and hole transport layers (HTL) are used to improve charge carrier mobility in perovskite solar cells. Choosing the best ETL and HTL is of the utmost importance for optimal perovskite-based solar cell design. Choosing the best ETL and HTL is critical for optimal perovskite-based solar cell design. We used silver thiocyanate (AgSCN) as the HTL in the PCBM/CH3NH3PbI3/AgSCN solar cell in this investigation. We examined the cumulative impact of thickness and bulk defect density (BDD) on several PV parameters of the cell to optimize its performance. The results demonstrated the following PV parameters: open circuit voltage (Voc) of 0.962 V, short-circuit current (Jsc) of 19.743 mA/cm2, fill factor (FF) of 86.68%, and power conversion efficiency (PCE) of 16.47%. The research shows that having a thicker layer for improved photon absorption is helpful for improved cell PV performance. It is also critical to keep the defect density low in order to minimize charge carrier recombination.","HTL/ETL;simulations;perovskites;optimization","18.0"
"104","Optimizing Performance of Mixed Halide Perovskite MA0.61FA0.37Cs0.02PbI2.88Br0.12 based Solar Cells through Thickness and Defect Density: A Simulation Study","N. Shrivastav; R. Pandey; J. Madan","2023","2023 IEEE Renewable Energy and Sustainable E-Mobility Conference (RESEM)","S3","10.1109/RESEM57584.2023.10236323","The study aims to investigate the effect of altering thickness and bulk defect density (BDD) of the perovskite layer on the photovoltaic (PV) parameters of the nuclear driven perovskite (NDPVK) based solar cell. According to simulation results, increasing the thickness of the NDPVK layer up to 400 nm enhances the cell's overall performance, leading to an increase in JSC. However, going beyond this thickness causes recombination rates to rise, resulting in decreased performance and PV parameters. Additionally, the research demonstrates that an increase in BDD causes a decrease in the cell's EQE, JSC, and FF, while the lowest BDD leads to the best overall performance. The results underscore the significant impact of having a high perovskite layer thickness and a low bulk defect density on the performance of NDPVK cells. Finally, the optimized device has enhanced PV parameters, including VOC-1.22V, JSC-21.235 mA/cm2, FF- 74.96 %, and PCE-15.89 %.","nuclear driven perovskite;SCAPS 1D;PCE;simulations;photovoltaic","3.0"
"105","Polynomial Formal Verification of KFDD Circuits","M. Schnieber; R. Drechsler","2023","2023 21st ACM-IEEE International Symposium on Formal Methods and Models for System Design (MEMOCODE)","S3","","As the complexity of digital circuits increases, their verification poses an increasingly difficult challenge. Simulation techniques cannot fully guarantee the correctness of a circuit and thus, formal verification techniques (such as BDDs or SAT) have to be used. However, their application can generally require exponential time and space. Consequently, the verification complexity of several circuits has been researched in recent years. Among other circuits, it has been proven that circuits derived from BDDs can be verified efficiently in polynomial time and space. However, for some functions, circuits derived from KFDDs have at most the same size and can even be exponentially smaller than BDD circuits. In this paper, we show that the verification complexity of KFDD circuits is linear and improve the previously proven upper bound for BDD circuits. The verification is carried out using KFDDs, where we give linear upper bounds for the KFDD size during the verification process, as well as for the overall time complexity. The theoretical results presented in this paper are supported by an experimental evaluation verifying several KFDD circuits.CCS CONCEPTS• Hardware $\rightarrow$ Functional verification.","polynomial formal verification;complexity;kronecker functional decision diagrams","5.0"
"106","Polynomial Formal Verification of a Processor: A RISC-V Case Study","L. Weingarten; A. Mahzoon; M. Goli; R. Drechsler","2023","2023 24th International Symposium on Quality Electronic Design (ISQED)","S3","10.1109/ISQED57927.2023.10129397","Formal verification is an important task to ensure the correctness of a circuit. In the last 30 years, several formal methods have been proposed to verify various architectures. However, the space and time complexities of these methods are usually unknown, particularly, when it comes to complex designs, e.g., processors. As a result, there is always unpredictability in the performance of the verification tool. If we prove that a formal method has polynomial space and time complexities, we can successfully resolve the unpredictability problem and ensure the scalability of the method.In this paper, we propose a Polynomial Formal Verification (PFV) method based on Binary Decision Diagrams (BDDs) to fully verify a RISC-V processor. We take advantage of partial simulation to extract the hardware related to each instruction. Then, we create the reference BDD for each instruction with respect to its size and function. Finally, we run a symbolic simulation for each hardware instruction and compare it with the reference model. We prove that the whole verification task can be carried out in polynomial space and time. The experiments demonstrate that the PFV of a RISC-V RV32I processor can be performed in less than one second.","Polynomial Formal Verification;PFV;BDD;BDD-based verification;Partial Simulation;RISC-V","7.0"
"107","Predicting Partial Discharges of Transformers: Decision Support System for Factory Acceptance Test","B. Gigerl; Y. Zhao; J. Raminger; J. Bakakeu; R. Kern; S. Thalmann","2023","2023 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)","S3","10.1109/IEEM58616.2023.10406875","Partial discharges, mainly caused by an insufficient drying processes or different types of contamination, reduce the lifetime of a transformer, and thus lead to expensive rework costs. Herein, a decision support system for partial discharges of transformers occurring in oven and filling processes is introduced. Based on machine learning (ML), partial discharge results are evaluated in dependency of various manufacturing parameters and an automated prediction tool to guide the production with preventive actions is developed. The required data, obtained from sensors and manufacturing sources, is used to train supervised learning algorithms that aim to predict and classify partial discharges. To achieve adequate accuracy and reliability, multiple ML and data mining techniques are applied, including feature engineering, clustering, and final evaluation of performance by cost factors. The evaluation results show that the introduced ML models effectively detect and classify early test failures in oven and filling processes, resulting in a successful identification of key factors and consequently to more efficient action derivation. Overall, the potential of decision support systems as a valuable tool in the field of transformers is emphasized.","Decision Support System;Predictive Quality Control;Machine Learning;Partial Discharges","1.0"
"108","Prompting Creative Requirements via Traceable and Adversarial Examples in Deep Learning","H. Gudaparthi; N. Niu; B. Wang; T. Bhowmik; H. Liu; J. Zhang; J. Savolainen; G. Horton; S. Crowe; T. Scherz; L. Haitz","2023","2023 IEEE 31st International Requirements Engineering Conference (RE)","S1","10.1109/RE57278.2023.00022","Creativity focuses on the generation of novel and useful ideas. In this paper, we propose an approach to automatically generating creative requirements candidates via the adversarial examples resulted from applying small changes (perturbations) to the original requirements descriptions. We present an architecture where the perturbator and the classifier positively influence each other. Meanwhile, we ensure that each adversarial example is uniquely traceable to an existing feature of the software, instrumenting explainability. Our experimental evaluation of six datasets shows that around 20% adversarial shift rate is achievable. In addition, a human subject study demonstrates our results are more clear, novel, and useful than the requirements candidates outputted from a state-of-the-art machine learning method. To connect the creative requirements closer with software development, we collaborate with a software development team and show how our results can support behavior-driven development for a web app built by the team.","creative requirements;automated requirements generation;deep learning;adversarial examples","8.0"
"109","Review on Early Prediction of Body Dysmorphic Disorder Using Machine Learning","H. Saini; S. Kumar Prasad","2023","2023 Second International Conference On Smart Technologies For Smart Nation (SmartTechCon)","S3","10.1109/SmartTechCon57526.2023.10391381","Body Dysmorphic Disorder (BDD) is a psychiatric condition characterized by excessive preoccupation with perceived defects in one's appearance, often leading to distress and functional impairment. Early prediction of BDD is crucial for timely intervention and improved treatment outcomes. In recent years, machine learning techniques have shown promise in identifying individuals at risk of developing BDD based on various data sources, including facial images, clinical information, and textual data. This review aims to provide an overview of the current state of research on the early prediction of BDD using machine learning, highlighting the methodologies, challenges, and future directions in this emerging field. We conducted a comprehensive literature search and identified relevant studies that employed machine learning algorithms for BDD prediction. The reviewed studies demonstrated the effectiveness of machine learning techniques such as support vector machines, deep learning models, ensemble learning, natural language processing, feature selection and extraction, and clustering in predicting BDD. Despite the promising results, several challenges need to be addressed, including the availability of large and diverse datasets, standardization of evaluation metrics, and interpretability of the models. Future research should focus on refining the existing approaches, integrating multiple data modalities, and developing user-friendly tools for clinical practice. Early prediction of BDD using machine learning holds great potential for improving the identification and intervention of individuals at risk, ultimately leading to better outcomes and quality of life for individuals with BDD.","Body Dysmorphic Disorder;machine learning;early prediction;support vector machines;deep learning;ensemble learning;natural language processing;feature selection;clustering","2.0"
"110","Semi-Automated Behavior-Driven Testing for the Web Front-Ends","S. -P. Ma; Y. -A. Chen; Y. -J. Guo; Y. -S. Su","2023","2023 IEEE International Conference on e-Business Engineering (ICEBE)","S1","10.1109/ICEBE59045.2023.00048","The required effort and time increase as web applications grow in size and complexity. Regression testing becomes time-consuming and repetitive, and there is a higher chance of human errors and omissions. Therefore, automating tests by recording test scripts and writing test case code (i.e., code for conducting specific test cases) can reduce effort, time, and human errors. However, technical personnel may not always understand and describe user requirements correctly, leading to issues of misaligned requirements. Therefore, integrating Behavior-Driven Development (BDD) into front-end automated testing can help facilitate communication and discussion with users. By collaboratively establishing user stories and scripts for testing, it should be possible to reduce issues of unclear or misaligned requirements. Currently, some project teams combine automated testing with BDD methods, which has been recognized for its effectiveness. However, the manual creation of test cases and the definition of BDD steps increase the workload. Moreover, there still needs to be a systematic workflow and supporting tools for effectively incorporating script recording tools into BDD testing. To address these issues, we propose a systematic process called “Recorder-based BDD Testing for Front-end“ (RBTF), which combines the script recording capabilities of automated testing tools with BDD practices. We also developed a tool called “JUnit to Cucumber Converter“ (JUCC) that facilitates the conversion between BDD specifications and test case codes.","Web Automated Testing;BDD (Behavior-Driven Development);Cucumber;Gherkin;Selenium","1.0"
"111","Test Case Prioritization Based on Neural Network Classification with Artifacts Traceability","I. -C. Rotaru; A. Vescan","2023","2023 38th IEEE/ACM International Conference on Automated Software Engineering Workshops (ASEW)","S1","10.1109/ASEW60602.2023.00015","Regression testing is an important factor in ensuring software system reliability once new changes are introduced, but maintaining complex testing suites in continuous integration environments is challenging. Test case prioritization techniques are a potential solution to this problem by computing a reordered testing suite that can provide better fault detection capabilities. However, current methods rely on manually providing artifact dependencies (requirements to code, code to test cases, test cases to faults) as input. The purpose of this paper is to minimize the gap between automatic dependency computation and test case prioritization by analyzing how Behavior-Driven Development (BDD) practices affect the two tasks. Thus, the first contribution of this paper is related to the design and implementation of an automatic traceability component to retrieve dependencies based on BDD artifacts (requirements, source code, test cases, and faults). The second contribution refers to the integration of the discovered traces as features in a neural network classification model for test cases for further prioritization. Various architectures were used for the neural network classification model. Two real-world BDD projects were used for the validation of the models, comparing the best-performing models with a baseline test case prioritization technique to assess their fault-detection capabilities. Our approach achieved promising fault detection rates that demonstrate the efficiency of automatic traceability and may lead to future applicability to large-scale projects.","Regression Testing;Test Case Prioritization;Artifact Traceability;Behavior-Driven Development","3.0"
"112","Towards Code Generation from BDD Test Case Specifications: A Vision","L. Chemnitz; D. Reichenbach; H. Aldebes; M. Naveed; K. Narasimhan; M. Mezini","2023","2023 IEEE/ACM 2nd International Conference on AI Engineering – Software Engineering for AI (CAIN)","S3","10.1109/CAIN58948.2023.00031","Automatic code generation has recently attracted large attention and is becoming more significant to the software development process. Solutions based on Machine Learning and Artificial Intelligence are being used to increase human and software efficiency in potent and innovative ways. In this paper, we aim to leverage these developments and introduce a novel approach to generating frontend component code for the popular Angular framework. We propose to do this using behavior-driven development test specifications as input to a transformer-based machine learning model; however, we do not provide any proof-of-concept solution in this work. Our approach aims to drastically reduce the development time needed for web applications while potentially increasing software quality and introducing new research ideas toward automatic code generation.","machine learning;code generation;behavior driven development;software testing;transformer;artificial intelligence;software engineering;frontend","7.0"
"113","Towards a 3D Evaluation Dataset for User Acceptance of Automated Shuttles","M. Yan; W. Geng; P. Hui","2023","2023 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)","S3","10.1109/VRW58643.2023.00023","The popularity of automatic driving technology has gradually freed users from driving tasks and increased interaction with vehicles and machines. Understanding user acceptance and making them more receptive to new technologies can help businesses and researchers find better ways to design Human-Machine Interactions. The simulation experiment in an immersion environment can evaluate the user's acceptance of the design with low cost and high efficiency. Fur-ther, the evaluation methods of some existing studies are different, which creates obstacles to the reuse and reference of research results between different scholars. However, there are limited simulation data that can be used for such interactive evaluation, such as typical 3D environment data based on Virtual Reality devices. We design dataset, an ongoing 3D test dataset produced by Unity software, to be employed by different studies to evaluate interaction design for autonomous driving. The physical medium, composition, test participants, and procedure of the 3D environment data are described in this paper.","Human-centered computing;Human computer interaction (HCI);HCI design and evaluation methods;User studies;Interaction design;Empirical studies in interaction design","2.0"
"114","Uncertainty Exploration: Toward Explainable SAR Target Detection","Z. Huang; Y. Liu; X. Yao; J. Ren; J. Han","2023","IEEE Transactions on Geoscience and Remote Sensing","S3","10.1109/TGRS.2023.3247898","Deep learning-based synthetic aperture radar (SAR) target detection has been developed for years, with many advanced methods proposed to achieve higher indicators of accuracy and speed. In spite of this, the current deep detectors cannot express the reliability and interpretation in trusting the predictions, which are crucial especially for those ordinary users without much expertise in understanding SAR images. To achieve explainable SAR target detection, it is necessary to answer the following questions: how much should we trust and why cannot we trust the results. With this purpose, we explore the uncertainty for SAR target detection in this article by quantifying the model uncertainty and explaining the ignorance of the detector. First, the Bayesian deep detectors (BDDs) are constructed for uncertainty quantification, answering how much to trust the classification and localization result. Second, an occlusion-based explanation method (U-RISE) for BDD is proposed to account for the SAR scattering features that cause uncertainty or promote trustworthiness. We introduce the probability-based detection quality (PDQ) and multielement decision space for evaluation besides the traditional metrics. The experimental results show that the proposed BDD outperforms the counterpart frequentist object detector, and the output probabilistic results successfully convey the model uncertainty and contribute to more comprehensive decision-making. Furthermore, the proposed U-RISE generates an attribution map with intuitive explanations to reveal the complex scattering phenomena about which BDD is uncertain. We deem our work will facilitate explainable and trustworthy modeling in the field of SAR image understanding and increase user comprehension of model decisions.","Bayesian deep learning;explainable deep learning;synthetic aperture radar (SAR) target detection;uncertainty quantification (UQ)","32.0"
"115","Using GUI Test Videos to Obtain Stakeholders’ Feedback","J. Shi; J. Mönnich; J. Klünder; K. Schneider","2023","2023 IEEE/ACM International Conference on Software and System Processes (ICSSP)","S3","10.1109/ICSSP59042.2023.00014","In software projects, stakeholders can give valuable feedback on software demonstrations. Demonstrating software early and responding to feedback is crucial in agile development. However, it is difficult for stakeholders who are not on-site customers but end users, marketing people, or designers, etc. to give feedback in an agile development environment. Successful Graphical User Interface (GUI) tests, which show the working GUI with expected software behaviors, can be documented and then demonstrated for feedback. In our new concept, GUI tests are recorded, extended, and demonstrated as videos. A GUI test is divided into several GUI unit tests, which are specified in Gherkin, a semi-structured natural language. For each GUI unit test, a video is generated during test execution. Test steps specified in Gherkin are traced and highlighted in the video. Stakeholders review these generated videos and provide feedback, e.g., on misunderstandings of requirements or on inconsistencies. To evaluate the impact of videos in identifying inconsistencies, we asked 22 participants to identify inconsistencies between (1) given requirements in regular sentences and (2) demonstrated behaviors from videos with Gherkin specifications or from Gherkin specifications alone. Our results show that participants tend to identify more inconsistencies from demonstrated behaviors which are not in accordance with given requirements. They tend to recognize inconsistencies more easily through videos than through Gherkin specifications alone. We conclude that GUI test videos can help stakeholders give feedback more effectively. By obtaining early feedback, inconsistencies can be resolved, thus contributing to higher stakeholder satisfaction.","feedback;GUI test;video;agile","1.0"
"116","reTSN: Resilient and Efficient Time-Sensitive Network for Automotive In-Vehicle Communication","J. Zou; X. Dai; J. A. McDermid","2023","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","S3","10.1109/TCAD.2022.3190235","Time-sensitive networking (TSN) is being widely investigated to provide Ethernet capabilities for in-vehicle backbone communication. However, the gate control list (GCL), as a simple mechanism for achieving timing determinism for safety-critical traffic (ST) frames with hard deadlines, is too rigid to handle the intrinsic timing uncertainty of automated driving systems (ADSs). Due to the complexity and the unpredictable operating environment, there can be delayed ST frames that can disrupt the solidly fixed timing behavior. In this work, we present one novel approach to effectively use bandwidth resources to deal with delayed ST frames, which cannot be handled by a traditional fixed GCL, and the discarding of them should be reduced to improve the system’s integrity. An acceptance test is implemented to report to the application layer when an ST frame will miss its deadline and hence be rejected, i.e., prevented from entering the switch. To further improve the efficiency of bandwidth usage, we investigate how to improve the performance of the more important Class A frames in an audio-video-bridging (AVB) switch, which adopts a credit-based shaper mechanism, and we propose a constant bandwidth server to replace the credit-based shaper while taking fairness into consideration. Evaluation with extensive experiments shows that both resilience and efficiency of the TSN are significantly enhanced compared with a credit-based shaper, especially when the traffic load is relatively high. For the delayed ST frames and event-triggered traffic, our approach is able to schedule more than the solution using the AVB switch even with a high network load.","Event-triggered traffic;in-vehicle communication;network scheduling;resilience;temporal fault;time-sensitive networking (TSN)","20.0"
"117","A Recommendation System for Buying a used Car using the Promethee Method","H. Mahgfuri; R. D. Perdanakusuma; F. Basfianto; A. A. Sukmandhani; I. P. Saputro","2022","2022 International Conference on Sustainable Islamic Business and Finance (SIBF)","S3","10.1109/SIBF56821.2022.9939732","Along with the times and lifestyle changes, cars have begun to become an important means of transportation, even mandatory for today's people. Buying a used car is one solution for some people who have limitations to buy a new car. When buying a used car, there are several criteria that potential buyers want. The number of these criteria often confuses potential buyers in determining the choice of a car that suits their wishes. Therefore, it is necessary to have a decision-supporting information system that can help in increasing efficiency and effectiveness in the selection of used cars. The data used in this study were obtained through literature studies, questionnaire division and data scrapping. The data is used to build a decision support system application using the Preference Ranking Organizational Method for Enrichment Evaluation (PROMETHEE) method to be a solution to determine the choice that best suits the criteria of prospective used car buyers. Evaluation is carried out by precision and recall testing, as well as questionnaires on prospective buyers to conduct a user acceptance test. The test results show that the PROMETHEE method can be used to provide recommendations for used cars according to the criteria of potential buyers. In addition, 89.2% of respondents agreed that the system built can make it easier for potential buyers to make their choice","used car;PROMETHEE;decision support system","3.0"
"118","A Survey on Optical Circuit Design","L. Saha; S. P. Mishra; D. Das; U. N. Kar; A. Kumar; C. Bandyopadhyay","2022","2022 2nd International Conference on Artificial Intelligence and Signal Processing (AISP)","S3","10.1109/AISP53593.2022.9760614","Optical computing is on its high demand in current years due to the expeditious advancements that made in optical algorithms and the construction of optical circuit design. The logic design of Boolean functions of optical circuits becomes a hectic job for the researchers. They introduce various approaches to synthesize the logical function by implementing different optical devices like MZI, TOAD and crossbar gates. This paper provides a blueprint about the advancement that has been performed by the researchers on this domain.","Mach-Zehnder Interferometers(MZI);Binary Decision Diagram(BDD);AND-Inverter Graphs (AIGs);OR-Inverter Graphs (OIGs);Majority Inverter Graphs (MIGs)",""
"119","A Transmitter Protection Scheme through Reciprocal Elements","S. Colangeli; W. Ciccognani; P. E. Longhi; A. Serino; E. Limiti","2022","2022 Asia-Pacific Microwave Conference (APMC)","S3","10.23919/APMC55665.2022.9999944","The last active component of a transmitting chain for communications, i.e., the high-power amplifier (HPA) is expected to operate under controlled termination conditions in order to guarantee that its actual performance is compliant with the nominal one. However, since its termination is represented by the antenna, significant deviations from the anticipated conditions may arise in the presence of obstacles in the proximity of the transmitter. In addition to temporary performance degradation, extreme variations of the HPA's load can even end up in device destruction, with permanent loss of functionality. This undesired occurrence may manifest both after the deployment and, due to human error, even during the acceptance test of the system. The most straightforward solution to this problem is by inserting nonreciprocal components (isolators) between the HPA and the antenna, but at the cost of giving up full integrability. As an alternative, we propose a scheme based solely on reciprocal elements (therefore, integrable) which, under mild assumptions, provides an effective mitigation of undesired load variations and of their detrimental effects at device level.","antennas;device protection;high-power amplifiers;load variation;reciprocal elements;robustness",""
"120","ARML: Augmented Reality Mathematics Learning for Remedial Students","N. Ibrahim; A. A. Seman; N. A. Wahab; A. Osman; S. S. M. Ilyas; N. I. S. M. Saini","2022","2022 2nd International Conference on Electronic and Electrical Engineering and Intelligent System (ICE3IS)","S3","10.1109/ICE3IS56585.2022.10009946","The focus of this research is to develop Mathematics Augmented Reality Content that combined mathematics learning with multimedia elements for remedial students. Students in this category have a limited cognitive ability and usually struggle to proceed in conventional learning, and teachers must modify the teaching to their abilities. Initially, a preliminary investigation (PI) was carried out to learn more about the methods and styles of mathematic learning, as well as how frequently teachers include mobile learning into their teaching and learning procedures. Identifying augmented reality (AR) components and mathematics materials for remedial students to be integrated with the application, designing, and developing the Mathematics Augmented Reality Content for Remedial Students, and assessing the application are the goals of this study. The five steps of the ADDIE Model: Analysis, Design, Development, Implementation, and Evaluation are used in its application. Expert review to assess the design and User Acceptance Test to evaluate the effectiveness of the application are the two forms of testing done to assess the AR application. The outcomes demonstrate the efficacy of mathematics augmented reality content for remedial students as a learning tool for these children. Augmented reality technology produces a beautiful combination that integrates both virtual and actual benefits for the environment, as well as benefits to both teachers and students as a result of this project, by integrating the best of both worlds.","Augmented Reality;AR Elements;Learning Styles;Mathematics AR Content;Remedial Students","1.0"
"121","Accurate BDD-based Unitary Operator Manipulation for Scalable and Robust Quantum Circuit Verification","C. -Y. Wei; Y. -H. Tsai; C. -S. Jhang; J. -H. R. Jiang","2022","2022 59th ACM/IEEE Design Automation Conference (DAC)","S3","","Quantum circuit verification is essential, ensuring that quantum program compilation yields a sequence of primitive unitary operators executable correctly and reliably on a quantum processor. Most prior quantum circuit equivalence checking methods rely on edge-weighted decision diagrams and suffer from scalability and verification accuracy issues. This work overcomes these issues by extending a recent BDD-based algebraic representation of state vectors to support unitary operator manipulation. Experimental results demonstrate the superiority of the new method in scalability and exactness in contrast to the inexactness of prior approaches. Also, our method is much more robust in verifying dissimilar circuits than previous work.","",""
"122","Accurate and Fast On-Wafer Test Circuitry Integrated With a 140-dB-Input-Range Current Digitizer for Parameter Tests in WAT","L. -Y. Lin; H. -C. Hong","2022","IEEE Transactions on Circuits and Systems I: Regular Papers","S3","10.1109/TCSI.2021.3087520","Severe process variations in advanced technology require more devices under test (DUTs) to be characterized in the wafer acceptance test (WAT) to more reliably qualify the fabricated wafers. However, conventional WAT takes a long test time to acquire sufficient characterization data. This article proposes an on-wafer test circuity to fast and accurately characterize DUT arrays during a single probing. It integrates the proposed compact DUT cells, an IR drop compensator, and a wide-input-range (WIR) current digitizer. The proposed IR drop compensator collaborates with the DUT cells to address the IR drop issue and thus improve the test accuracy of the parameter tests. The proposed multi-mode 12-bit WIR current digitizer achieves a 140-dB input range for digitizing the DUTs’ output currents in various WAT test items. It eliminates the need of high-end ATE and saves the test cost. A prototype IC including 2048 DUTs has been designed and fabricated in 90-nm CMOS. Its active area is only <inline-formula> <tex-math notation='LaTeX'>$60~\mu \text{m}$ </tex-math></inline-formula> by <inline-formula> <tex-math notation='LaTeX'>$1900~\mu \text{m}$ </tex-math></inline-formula> which can be placed in a scribe line as conventional WAT structure is. Experimental results demonstrate the proposed test circuitry can render spatial variation results and other device parameters of the DUT arrays in addition to typical WAT items.","Wafer acceptance test;device characterization;parameter test;current digitizer;test structure;test circuitry;local process variation;spatial plot;Pelgrom plot;scatter plot","3.0"
"123","An Exploratory Study on the Usage of Gherkin Features in Open-Source Projects","A. Chandorkar; N. Patkar; A. Di Sorbo; O. Nierstrasz","2022","2022 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","S3","10.1109/SANER53432.2022.00134","With behavior-driven development (BDD), domain experts describe system behavior and desired outcomes through natural language-like sentences, e.g., using the Gherkin language. BDD frameworks partially convert the content of Gherkin specifications into executable test code. Previous studies have reported several issues with the current BDD practice, for example long repetitive Gherkin specifications and slow-running test suites. Data tables and additional features were added to the Gherkin syntax to express compactly test inputs (e.g., provide different combinations of input values and desired outputs to run tests multiple times) and also to improve the readability of Gherkin files (henceforth called spec files). However, there is no empirical evidence about the actual usage of these Gherkin features. To fill this gap, we analyzed the content of 1,572 spec files extracted from 23 open-source projects. For each spec file, we collected a set of metrics modeling the structure and the usage of the different Gherkin features. We found that only a minority of the considered spec files (i.e., 590) used data tables that contain two rows, on average. We also used statistical tests to compare the contents of spec files with and without data tables and found significant differences between the two populations, especially for what concerns the number of lines of code (LoC). On the one hand, our results shed some light on the discrepancies between the recommendations for defining Gherkin specifications and their actual adoption in practice. On the other hand, our findings demonstrate that the adoption of additional features, such as data tables, might only partially help to reduce the length of Gherkin specifications.","BDD;behavior-driven development;collaborative testing;behavior verification","2.0"
"124","An approach to apply Automated Acceptance Testing for Industrial Robotic Systems","M. G. D. Santos; F. Petrillo; S. Hallé; Y. -G. Guéhéneuc","2022","2022 Sixth IEEE International Conference on Robotic Computing (IRC)","S1","10.1109/IRC55401.2022.00066","Industrial robotic systems (IRS) are systems composed of industrial robots that automate industrial processes. They execute repetitive tasks with high accuracy, replacing or supporting dangerous jobs. Consequently, a low failure rate is crucial in IRS. However, to the best of our knowledge, there is a lack of automated software testing for industrial robots. In this paper, we describe a test strategy implementation to apply BDD to automate acceptance testing for IRS.","robotics;industrial robots;software testing;automated testing;acceptance testing","3.0"
"125","Application of Behavior Driven Development for Validation Testing (School Information System)","S. N. Hijriyani; S. Widowati; D. S. Kusumo","2022","2022 1st International Conference on Software Engineering and Information Technology (ICoSEIT)","S1","10.1109/ICoSEIT55604.2022.10030005","Before the software is handed over to the user, testing is needed to ensure the features created are in accordance with the needs, then validation testing is carried out. In this study, the validation test process will be carried out using the Behavior Driven Development (BDD) method by defining requirements into step by step scenarios according to user behavior towards the software. In this testing process, automated testing that is integrated with BDD will also be made using the Katalon Studio tools. The results of this study indicate that the implementation of BDD can be carried out in school information systems. The most visible impact is the description of requirements that is much more focused and detailed.","Behavior Driven Development (BDD);validation test;katalon studio",""
"126","Approach to Generating Functional Test Cases from BPMN Process Diagrams","P. von Olberg; L. Strey","2022","2022 IEEE 30th International Requirements Engineering Conference Workshops (REW)","S1+S3","10.1109/REW56159.2022.00042","Business Process Model and Notation (BPMN) is a popular and widespread modelling language used to describe business processes. These BPMN business process models can serve as a foundation for functional software testing. Functional software testing is an important part of software development, which ensures that software works as expected and that it includes all the desired functionality, as defined in the process models. This position paper presents an approach and considers two different methods on how to automatically create functional test cases from BPMN business process models. The generated test cases shall be understandable for all stakeholders and abstracting from the technical implementation. To achieve this general understandability of the test cases, Gherkin is used as a test case definition language. The two proposed methods will be developed and evaluated in future work. This planned evaluation includes comparing the automatically created test cases with manually created ones.","BPMN;functional software testing;Gherkin;business process modelling","3.0"
