id,domain,project_name,user_story
153,Finance/Banking,Apache Fineract,"As a product owner,
I want to create and manage delinquency reschedule actions for Working Capital loans,
So that delinquency schedules can be recalculated correctly when repayment rules change, while preserving history, validations, and related breach/pause behavior.

Acceptance Criteria:
- A delinquency reschedule action can be created only for active Working Capital loans.
- A delinquency reschedule action cannot be created if a delinquency range schedule already exists in an invalid state or before the loan is active.
- Reschedule creation validates that at least one of minimumPayment or frequency is provided.
- Reschedule creation validates that minimumPayment, when provided, is greater than 0.
- Reschedule creation validates that frequency, when provided, is greater than 0.
- Reschedule creation validates that minimumPaymentType is mandatory when minimumPayment is provided.
- Reschedule creation validates that frequencyType is mandatory when frequency is provided.
- Reschedule creation rejects invalid minimumPaymentType values.
- Reschedule creation rejects invalid frequencyType values.
- Reschedule supports minimumPayment changes only, frequency changes only, or both together.
- Reschedule supports PERCENTAGE and FLAT minimumPayment types.
- Reschedule supports DAYS, WEEKS, and MONTHS frequency types.
- Reschedule supports decimal minimumPayment values.
- Reschedule minimumPayment values above 100% are capped at the remaining balance.
- Reschedule minimumPayment values are capped by the remaining balance when the remaining balance is lower than the configured minimum payment.
- Reschedule expected amounts are calculated from the correct base, including loans with discounts.
- Adding or adjusting discount fees after disbursement recalculates the remaining balance cap correctly.
- A reschedule action created on the disbursement date is recorded and applied without shifting the original current period boundaries.
- A reschedule action created on the first day of a new period updates subsequent periods correctly.
- A reschedule action created after a PAUSE preserves the pause-adjusted period boundaries.
- A PAUSE created after a RESCHEDULE preserves the rescheduled parameters.
- Multiple reschedule actions are retained in history.
- When multiple reschedules exist, the latest action wins for the parameter group it changes.
- When a reschedule changes only one parameter group, the other parameter group is inherited from the latest action that set it, or from the original product configuration if none exists.
- Two identical reschedules produce the same delinquency schedule as a single reschedule.
- Multiple partial reschedules on the same day or different days inherit parameters correctly from the latest applicable action.
- Creating a reschedule action returns the latest reschedule action details when delinquency actions are retrieved.
- COB generates delinquency periods using the rescheduled parameters over time as business dates advance.
- COB generates new periods using the updated frequency and/or minimum payment after rescheduling.
- Rescheduled periods correctly reflect expectedAmount, paidAmount, outstandingAmount, and minPaymentCriteriaMet values.
- Rescheduled periods correctly reflect delinquentAmount and delinquentDays based on the evaluated schedule.
- Backdated repayments trigger delinquency schedule reprocessing against the rescheduled periods.
- Repayment reversals trigger delinquency schedule reprocessing against the rescheduled periods.
- Backdated goodwill credits trigger delinquency schedule reprocessing against the rescheduled periods.
- Backdated repayments are allocated to the oldest open past-due periods first.
- Undoing a repayment restores the delinquency schedule to the prior uncured state.
- When a period is fully paid, its delinquency tag history is lifted correctly.
- Delinquency tag history is preserved across reschedule reprocessing and is not duplicated.
- Delinquency tag history is updated correctly when backdated repayments cure past-due periods.
- Delinquency rescheduling does not change breach schedules or breach actions.
- When delinquency-only rescheduling occurs, breach schedule data remains unchanged.
- When delinquency-only rescheduling occurs, breach actions remain unchanged.
- Reschedule behavior works correctly when the loan has a custom breach configuration.
- Reschedule behavior works correctly when the loan has a discount applied at disbursement.
- Reschedule behavior works correctly when a discount is added later and when that discount adjustment is undone.
- Reschedule behavior correctly handles same-day reschedules where the later action wins for the same parameter group.
- Reschedule behavior correctly handles same-day reschedules where one action sets only payment and another sets only frequency.
- Reschedule behavior correctly handles same-day reschedules where one action sets percentage and a later action switches to flat payment.
- Reschedule behavior correctly handles same-day reschedules where one action sets frequency and a later action changes frequency again.
- Closing the loan with full repayment finalizes the delinquency schedule correctly after rescheduling and reprocessing."
154,Finance/Banking,Apache Fineract,"As a loan operations user,
I want to recalculate repayment schedules when a loan interest rate is changed backdated or mid-loan,
So that repayments, accruals, charge-offs, payoffs, refunds, and closures remain accurate across all loan lifecycle events.

Acceptance Criteria:
- The system must generate an initial repayment schedule for a newly disbursed loan using the configured interest rate, repayment frequency, and allocation rules.
- When a backdated interest rate change is approved before any repayments are made, the repayment schedule must be recalculated from the specified effective date.
- When a backdated interest rate change is approved after one or more repayments have already been made, the schedule must preserve paid installments and recalculate only the affected future and/or partially paid installments.
- When the interest rate change is submitted on an installment due date, the schedule must correctly handle the due installment and any subsequent installments.
- When the interest rate change is submitted in the middle of an installment period, the schedule must recalculate interest proportionally from the effective date.
- When a repayment is reversed/undone after an interest rate change, the repayment schedule and transaction history must be replayed and updated consistently.
- When a repayment is reversed/undone before any interest rate change has occurred, the schedule must be recalculated from the reversal date and reflect the restored outstanding balance.
- When a loan is paid off after a backdated interest rate change, all installments must be marked as obligations met and the loan must close correctly.
- When a loan is charged off after a backdated interest rate change, the charge-off amount must include the correct principal, accrued interest, and any applicable adjustments.
- When a charged-off loan has a backdated interest rate change approved, the repayment schedule must be rebuilt to reflect the new interest rate and the charge-off transaction must be replayed accordingly.
- When a charged-off loan is later paid off, the loan must close with obligations met and zero outstanding balance.
- When a loan is written off and then a backdated interest rate change is approved, the written-off close transaction must be replayed with the correct recalculated amount.
- When a loan has an external asset owner and a backdated interest rate change is approved, the asset externalization details must remain consistent and reflect the correct effective dates and status transitions.
- When a loan has a zero-interest product and a backdated interest rate change is approved, the schedule must recalculate interest from zero to the new rate and update totals accordingly.
- When a loan has a backdated interest rate change and a credit balance refund is applied, the loan must move from overpaid to closed with obligations met once the excess is refunded.
- When a loan is already closed with obligations met, a backdated interest rate change must still recalculate the schedule correctly without reopening the loan.
- When a loan is overpaid and then a backdated interest rate change is approved, the system must preserve the overpaid amount and loan status until any required refund is processed.
- When a loan product defines minimum and maximum allowed interest rates, rescheduling with a new interest rate outside those bounds must fail with a validation error.
- When a loan product allows a minimal positive interest rate, rescheduling must succeed and calculate interest using the minimum allowed rate.
- When a loan uses weekly repayments, backdated interest rate changes must recalculate weekly installment amounts and interest correctly.
- When a loan has a merchant-issued refund or credit balance refund after a backdated interest rate change, the repayment schedule must update paid, in-advance, late, and outstanding amounts correctly.
- When a repayment is reversed after a merchant-issued refund and backdated interest change, the schedule must rebuild overdue balances and interest correctly.
- When a loan has overdue installments and COB runs after a backdated interest rate change, overdue balance correction amounts must be recalculated correctly.
- When COB runs after a reversal on a loan with overdue installments, overdue balance correction amounts must be rebuilt for all overdue periods.
- When a loan is finally paid off after these recalculations and reversals, it must close with zero outstanding balance and all obligations met."
155,Finance/Banking,Apache Fineract,"As a loan operations admin,
I want to post, backdate, and undo goodwill credit transactions on working capital loans,
So that delinquency, breach, fee allocation, balances, and loan status are recalculated correctly.

Acceptance Criteria:
- A backdated goodwill credit can clear a delinquent period and update the delinquency range schedule accordingly.
- A backdated goodwill credit and its undo must recalculate both delinquency and breach schedules.
- A backdated goodwill credit that fully settles the loan must close the loan and recognize any configured discount.
- A backdated goodwill credit that exceeds the outstanding principal must move the loan to OVERPAID and calculate the overpayment amount.
- Posting an additional goodwill credit on an already overpaid loan must increase the overpayment amount while keeping the loan OVERPAID.
- Undoing a goodwill credit must create the appropriate discount fee amortization adjustment on the next COB run when discount accounting is enabled.
- Undoing a goodwill credit that closed the loan must reopen the loan to ACTIVE and restore outstanding principal.
- Undoing a goodwill credit that caused overpayment on a closed loan must return the loan to CLOSED_OBLIGATIONS_MET.
- A goodwill credit dated before the disbursement date must be rejected with a validation error.
- When a loan has fees and a payment allocation order that prioritizes fees, a backdated goodwill credit must reallocate later transaction amounts between fee and principal correctly.
- Undoing a goodwill credit on a fee-bearing loan must reallocate the remaining transaction’s fee portion correctly and update principal outstanding and total paid principal.
- A backdated goodwill credit posted after a loan is already closed must reprocess payments and move the loan to OVERPAID when it creates excess payment.
- A goodwill credit that only settles outstanding fees on a closed loan must keep the loan CLOSED_OBLIGATIONS_MET.
- Transaction history must reflect goodwill credits, reversals, and any generated amortization or adjustment entries with correct dates and amounts.
- Balance payloads must reflect correct principal outstanding, overpayment amount, total paid principal, and realized income after goodwill credit posting or undo."
156,Finance/Banking,Apache Fineract,"As a loan operations admin,
I want to disable and re-enable working capital breach evaluation on active loans,
So that I can temporarily suspend breach processing during specific periods and resume it later without losing breach history or corrupting loan status.

Acceptance Criteria:
- I can create a breach disable action for an active working capital loan on the current business date.
- When breach evaluation is disabled, COB runs do not evaluate or update breach/near-breach flags for the disabled period.
- When breach evaluation is re-enabled, COB recomputes breach status from the enable date onward and applies any repayments or reversals correctly.
- A breach disable action can only be created once while it is active; attempting to disable again before enabling returns a validation error.
- A breach enable action is rejected if there is no active breach disable to reverse.
- Breach disable and enable actions must be created on the current business date; backdated requests are rejected.
- Breach disable and enable requests must not include an end date; providing one returns a validation error.
- While breach evaluation is disabled, pause, reschedule, near-breach reschedule, reset, resume, and related breach actions are rejected with a “breach is disabled” validation error.
- Undo reset is allowed while breach evaluation is disabled and is retained in breach action history.
- Repayments made during a disable window do not update the breach schedule immediately, but their effect is reflected when breach evaluation is re-enabled.
- Undoing a repayment made during a disable window is also honored when breach evaluation is re-enabled.
- Disabling breach suppresses near-breach evaluation during the disable window.
- Re-enabling breach resumes near-breach evaluation on the next COB run.
- A loan can be disabled again after a previous disable has been enabled.
- Breach disable is rejected for loans that do not have breach configuration.
- Breach disable is rejected for loans that are not yet active.
- Breach disable can be created and retrieved using the loan external ID.
- Creating a breach disable requires the CREATE_WC_BREACH_DISABLE permission.
- Retrieving breach action history requires the READ_WC_BREACH_ACTION permission.
- COB breach evaluation is skipped during the disable window and resumes correctly after enable.
- Disable and enable history is preserved across multiple disable-enable cycles.
- Enabling on the same business day as disabling is accepted and closes the disable window appropriately.
- A near-breach flag set before disable remains unchanged during the disable window and is not altered until re-enabled.
- Working capital loans can still be fully repaid and closed with status CLOSED_OBLIGATIONS_MET after disable/enable processing."
157,Finance/Banking,Apache Fineract,"As a loan officer,
I want to process working capital loan repayments against a daily amortizing schedule,
So that repayments are correctly applied, balances are updated, and delinquency is tracked accurately.

Acceptance Criteria:
- A working capital loan can be created, approved, and disbursed successfully with the expected loan account data stored correctly.
- After disbursement, the loan status becomes Active.
- When a repayment is made on a scheduled date for an amount greater than the expected installment, the repayment is accepted and applied to the loan.
- The delinquency range schedule is updated to reflect the repayment date, expected amount, paid amount, outstanding amount, minimum payment criteria, delinquent amount, and delinquent days.
- The amortization schedule is generated for the full loan term with the correct number of periods.
- The initial amortization schedule entry reflects the disbursed principal and zero discount fee balance.
- Each daily schedule period shows the correct expected payment amount and decreasing expected balance over time.
- On the repayment date, the actual payment amount is recorded against the corresponding schedule period.
- After repayment, the actual balance is reduced by the repayment amount while future periods remain consistent with the amortization plan.
- The loan account retains the correct principal, approved principal, total payment volume, period payment rate, and discount values throughout approval and disbursement."
158,Finance/Banking,Apache Fineract,"As a [role],
I want to [action],
So that [benefit].

Acceptance Criteria:
- Admin can create, update, and delete a Working Capital loan charge.
- The Working Capital Loan charge template returns only the allowed options:
  - chargeTimeTypeOptions: Specified due date
  - chargeCalculationTypeOptions: Flat
  - chargePaymentModeOptions: Regular
- When the charge template is requested with charge time type `SPECIFIED_DUE_DATE`, the only allowed chargeCalculationType option is Flat.
- Admin can create a Working Capital loan charge as a penalty and retrieve it as a penalty.
- If payment mode is not provided when creating a Working Capital loan charge, it defaults to Regular.
- Creating a Working Capital loan charge with chargeTimeType `DISBURSEMENT` and chargeCalculationType `FLAT` returns HTTP 400 with error message: `The parameter \`chargeTimeType\` must be one of [ 2 ] .`
- Creating a Working Capital loan charge with chargeTimeType `SPECIFIED_DUE_DATE` and chargeCalculationType `PERCENTAGE_AMOUNT` returns HTTP 400 with error message: `The parameter \`chargeCalculationType\` must be one of [ 1 ] .`
- Creating a Working Capital loan charge with chargeTimeType `INSTALLMENT_FEE` and chargeCalculationType `FLAT` returns HTTP 400 with error message: `The parameter \`chargeTimeType\` must be one of [ 2 ] .`
- Admin can add a specified due date fee to a Working Capital loan account and it is stored with the correct due date, amount, currency, penalty flag, charge time type, calculation type, and payment mode.
- Admin can add a specified due date penalty to a Working Capital loan account and it is stored with the correct due date, amount, currency, penalty flag, charge time type, calculation type, and payment mode.
- A specified due date charge can be added with a future due date and is stored correctly.
- A specified due date charge can be added on the disbursement date and is stored correctly.
- A specified due date charge can be added on the disbursement date with a future due date and is stored correctly.
- Multiple charges can be added to the same Working Capital loan account.
- Fee and penalty charges can be added to the same loan with different amounts.
- A Working Capital loan charge can be added with the minimum amount of 1.0.
- A Working Capital loan charge can be added with a large amount."
159,Finance/Banking,Apache Fineract,"As a [loan administrator],
I want to pause and resume loan delinquency processing for active loans,
So that I can temporarily stop and later continue delinquency actions during special business periods.

Acceptance Criteria:
- The delinquency pause action can be initiated for an active loan by loanId.
- The delinquency pause action can be initiated for an active loan by loanExternalId.
- Only PAUSE and RESUME are supported as delinquency actions; any other action value returns an error.
- A PAUSE action can be created with a start date equal to the current business date.
- A PAUSE action can be created with a start date later than the current business date.
- A PAUSE action can be created with a start date earlier than the current business date.
- A PAUSE action stores both start date and end date.
- A RESUME action can be created after a PAUSE action and stores the resume start date.
- Delinquency actions are returned in sequence and include both PAUSE and RESUME entries when applicable.
- PAUSE and RESUME actions are allowed only for active loans.
- Initiating a PAUSE on a non-active loan returns an error.
- Initiating a RESUME on a non-active loan returns an error.
- A loan in SUBMITTED_AND_PENDING_APPROVAL status is considered non-active for delinquency pause/resume actions.
- A loan in APPROVED status is considered non-active for delinquency pause/resume actions.
- A loan in OVERPAID status is considered non-active for delinquency pause/resume actions.
- A loan in CLOSED_OBLIGATIONS_MET status is considered non-active for delinquency pause/resume actions."
160,Finance/Banking,Apache Fineract,"As a product owner,
I want to control loan re-aging behavior for equal amortization loans after charge-off or write-off,
So that the system enforces the correct repayment schedule, transaction posting, and closure rules for charged-off and written-off loans.

Acceptance Criteria:
- A fully customized equal-installment loan with advanced payment allocation can be created, approved, and disbursed with a 6-month monthly repayment schedule and daily declining-balance interest.
- The repayment schedule must calculate the expected installment amounts, principal, interest, and totals correctly after disbursement.
- When an AUTOPAY repayment is made on the first due date, the repayment must be allocated correctly between principal and interest, and the schedule and loan transaction tab must reflect the payment.
- When a charged-off loan is re-aged using equal amortization with payable interest handling, the system must create a LoanBalanceChangedBusinessEvent on charge-off.
- After charge-off, the repayment schedule must be recalculated so that only the remaining unpaid installment periods are retained and the charged-off balance is reflected correctly.
- After charge-off, the loan transaction tab must include the accrual transaction and the charge-off transaction with the correct amounts and balances.
- After a loan has been charged off, the system must reject creation of a loan re-aging transaction using equal amortization with payable interest handling.
- A loan that has been charged off must still be payable off, and payoff must close the loan with zero outstanding balance and all installment obligations met.
- A fully customized equal-installment loan with advanced payment allocation can also be created for the zero-interest charge-off behavior.
- When a repayment is made before write-off, the repayment must be allocated correctly and reflected in both the repayment schedule and transaction tab.
- When a written-off loan is re-aged with equal amortization and outstanding full interest handling, the system must forbid the re-aging action.
- After write-off, the loan status must become CLOSED_WRITTEN_OFF.
- After write-off, the repayment schedule must remain consistent with the loan’s written-off state and not allow forbidden re-aging behavior."
161,Finance/Banking,Apache Fineract,"As a product owner,
I want datatables to automatically enforce correct key/index behavior and support validated querying and null handling for datatable entries,
So that datatable metadata is consistent, queries are safe, and client data can be stored, updated, and cleared reliably.

Acceptance Criteria:
- When a single-row datatable for Loan is created, its primary key column loan_id is marked as primary key, unique, and indexed.
- When a multirow datatable for Loan is created, its primary key column id is marked as primary key, unique, and indexed.
- When a multirow datatable for Loan is created, its foreign key column loan_id is indexed.
- When a datatable for Loan is created with an extra column marked unique, that column is also indexed.
- When a datatable for Loan is created with an extra column marked indexed, that column is indexed.
- When querying a datatable with an invalid integer filter value for loan_id, the API returns HTTP 400 with validation.msg.invalid.integer.format.
- When querying a datatable with an invalid date filter value for created_at, the API returns HTTP 400 with validation.msg.invalid.dateFormat.format.
- When querying a datatable with an invalid column name, the API returns HTTP 400 with validation.msg.validation.errors.exist.
- When a datatable entry is created with a null value in a client JSON body, the null value is persisted and can be fetched as null.
- When an existing datatable entry is updated with a null value in a client JSON body, the stored value is cleared and can be fetched as null."
162,Finance/Banking,Apache Fineract,"As a loan administrator,
I want the Working Capital loan repayment process to correctly handle overpayments, goodwill credits, penalties, and credit balance refunds,
So that loan accounts reflect the correct status, balances, and transaction history when customers pay more than is due.

Acceptance Criteria:
- A fully repaid Working Capital loan can accept an additional repayment after closure and move to `OVERPAID`.
- When a loan is fully repaid, its status becomes `CLOSED_OBLIGATIONS_MET`.
- An overpaid Working Capital loan can accept further repayments and remain `OVERPAID`.
- A repayment on an active loan that exceeds the outstanding amount must set the loan status to `OVERPAID` and record the excess as `overpaymentAmount`.
- A credit balance refund on an overpaid loan must reduce the overpayment and can return the loan status to `CLOSED_OBLIGATIONS_MET` when the overpayment is fully refunded.
- A goodwill credit transaction must be applied to the loan and reflected in the loan account totals and transaction history.
- After a goodwill credit, a subsequent repayment must correctly combine with prior credits to determine overpayment and loan status.
- The loan transaction history must record disbursement, goodwill credit, repayment, and credit balance refund transactions with correct amounts and principal portions.
- Inline COB processing must update delinquency schedule data correctly for the Working Capital loan.
- A specified due date penalty charge can be added to a Working Capital loan and must appear in the loan charges list with the correct charge details.
- A repayment that covers principal plus penalty charges must close the loan with status `CLOSED_OBLIGATIONS_MET`."
163,Finance/Banking,Apache Fineract,"As a bank administrator,
I want to create new clients with mandatory name details and optionally include their address when address capture is enabled,
So that I can register clients in the system and maintain their contact information when required.

Acceptance Criteria:
- The system allows an admin to create a client by providing a first name and last name.
- When a client is created with valid first name and last name, the client is created successfully.
- If the global configuration `enable-address` is enabled, the admin can create a client with address details.
- When a client is created with valid first name, last name, and address details, the client is created successfully."
164,Finance/Banking,Apache Fineract,"As a loan operations administrator,
I want loan accruals and accrual activity to be generated correctly for re-aged equal-amortization loans with advanced payment allocation,
So that interest is recognized accurately over time and repayment schedules and transaction history remain correct after payments and COB processing.

Acceptance Criteria:
- A fully customized declining-balance loan with equal installments, daily interest calculation, advanced payment allocation, and a 6-month term can be created, approved, and disbursed successfully.
- After disbursement, the repayment schedule is generated with 6 periods and the expected principal, interest, due, and outstanding amounts for each installment.
- The loan transaction tab initially shows only the disbursement transaction after loan disbursement.
- When COB is run shortly after disbursement, daily accrual transactions are posted for each business day up to the COB date with the expected interest amounts.
- When the first scheduled repayment is made on the due date, the repayment is allocated correctly between principal and interest according to the schedule.
- After repayment, the repayment schedule reflects the installment as paid and updates the total paid and outstanding amounts correctly.
- After repayment and COB processing, the transaction tab shows the repayment transaction without accruals and includes the corresponding accrual activity entry for the installment interest.
- Daily accrual transactions continue to be generated correctly for the remaining days in January after the first repayment, with the expected daily interest amounts.
- When COB is run on a later date, the transaction tab includes accrual activity entries for the relevant installment periods and the corresponding daily accrual transactions for the elapsed days.
- The accrual activity entries reflect the total accrued interest for each completed installment period.
- The transaction history distinguishes between repayment transactions, accrual transactions, and accrual activity transactions correctly.
- Replayed/reverted flags remain false for the generated disbursement, repayment, accrual, and accrual activity transactions."
165,Finance/Banking,Apache Fineract,"As a loan administrator,
I want to apply flat tranche disbursement charges to each loan disbursement and have them collected immediately at disbursement,
So that disbursement fees are correctly charged, posted, and reflected in the repayment schedule and loan accounting.

Acceptance Criteria:
- A flat tranche disbursement charge can be configured for a loan product and assigned to a loan with tranche-based disbursements.
- When a loan is created with tranche disbursement charges, the charge appears on the Loan Charges tab as due at tranche disbursement with the configured flat amount.
- When the loan is approved and the first tranche is disbursed, the tranche disbursement charge is collected at disbursement time as a repayment-at-disbursement transaction.
- The repayment-at-disbursement transaction posts the fee amount to the correct income and suspense/clearing journal accounts.
- The initial repayment schedule includes the disbursement fee in the total due and shows the fee as paid after disbursement.
- Regular installment repayments reduce principal and interest according to the repayment schedule while leaving the tranche fee unaffected once paid.
- After each customer repayment, the repayment schedule and loan transactions tab reflect the correct allocation of principal and interest paid.
- When a second tranche is added and disbursed later, a second tranche disbursement charge is created and collected at that disbursement time.
- The loan charges tab shows both tranche disbursement charges separately, each tied to its own due-as-of disbursement date and marked as paid.
- The repayment schedule is recalculated after the additional disbursement so that future installments reflect the increased principal and updated due amounts.
- The loan transactions tab records each disbursement and each repayment-at-disbursement transaction with the correct amounts and resulting loan balance.
- The loan disbursement business event indicates that loan terms were not changed during tranche disbursement processing."
166,Finance/Banking,Apache Fineract,"As a admin,
I want to process repayment chargebacks on loans and have the loan balance, status, and delinquency/overdue treatment updated correctly,
So that reversed or adjusted repayments are reflected accurately in loan servicing and collections.

Acceptance Criteria:
- A chargeback of type `REPAYMENT_ADJUSTMENT_CHARGEBACK` on a closed loan reopens the loan and restores the charged-back amount as outstanding.
- A chargeback of type `REPAYMENT_ADJUSTMENT_REFUND` on a closed loan reopens the loan and restores the refunded amount as outstanding.
- If a loan is fully repaid and closed, a later chargeback makes the loan active again with the chargeback amount outstanding.
- If a loan becomes active again after a chargeback, a subsequent repayment can close the loan again when the outstanding amount is fully paid.
- A second chargeback after the loan has been repaid again reopens the loan and sets the new outstanding amount accordingly.
- If an NSF fee is added after a repayment undo and the loan is repaid again, a later chargeback still reopens the loan and restores the charged-back amount as outstanding.
- If a loan is overpaid and the chargeback amount is greater than the overpaid amount, the loan becomes active with the remaining amount outstanding.
- If a loan is overpaid and the chargeback amount is less than the overpaid amount, the loan remains overpaid and no outstanding amount is created.
- If a loan is overpaid and the chargeback amount exactly matches the overpaid amount, the loan returns to closed obligations met with no outstanding amount.
- Chargebacks must be reflected correctly in delinquency and overdue calculations after COB processing.
- After a chargeback on a partially repaid loan, the delinquency range and delinquent date must be recalculated correctly.
- After a chargeback on a partially repaid loan, total overdue amount must include the reversed repayment amount."
167,Finance/Banking,Apache Fineract,"As a product owner,
I want the system to generate and evaluate working capital loan breach schedules based on product breach configuration, loan lifecycle state, disbursement date, and business date,
So that I can monitor repayment risk and identify breach periods accurately for active working capital loans.

Acceptance Criteria:
- No breach schedule is created for a working capital loan that is still in ""Submitted and pending approval"" state.
- No breach schedule is created for a working capital loan that is only ""Approved"" and not yet disbursed.
- A breach schedule is created on the disbursement date for an active working capital loan using a breach-enabled product.
- On the last day of the first period, the breach schedule remains unevaluated and does not mark breach.
- On the first day after the first period ends, the first period is evaluated as breached and the next period is generated.
- As business date advances across multiple periods, all completed periods are marked breached and the current open period remains unevaluated.
- The minimum payment amount is calculated correctly when a discount is applied at disbursement.
- A custom breach configuration using 7-day periods, 3 delinquency grace days, and 3 breach grace days generates the expected 10 weekly periods and evaluates breaches according to business date.
- No breach schedule is generated when the loan product does not have breach configuration enabled.
- A custom breach configuration using WEEKS frequency generates a single weekly period on the disbursement day with the expected breach schedule behavior."
168,Finance/Banking,Apache Fineract,"As a loan operations administrator,
I want to apply and amortize buy down fees on loans with automated payment allocation,
So that fee income is recognized correctly over time and loan repayment schedules, transactions, and accounting entries remain accurate.

Acceptance Criteria:
- A fully customized loan can be created, approved, and disbursed with the buy down fee-enabled loan product.
- When a buy down fee is added with AUTOPAY payment type, the loan repayment schedule is recalculated to include the fee impact and the expected installment amounts.
- The loan repayment schedule must show the correct period breakdown, totals, and outstanding amounts after the buy down fee is applied.
- The loan transactions tab must record the disbursement and buy down fee transactions with the correct principal, interest, fee, penalty, and loan balance values.
- The buy down fee transaction must create the correct journal entries, debiting Buy Down Expense and crediting Deferred Capitalized Income.
- The buy down fee details must be stored with the correct fee amount, amortized amount, not-yet-amortized amount, adjusted amount, and charged-off amount.
- A LoanBuyDownFeeTransactionCreatedBusinessEvent must be published when the buy down fee is created.
- When the business date advances and COB runs, buy down fee amortization transactions must be generated according to the configured amortization behavior.
- Daily amortization must create a buy down fee amortization transaction for each business day with the correct amount.
- Each buy down fee amortization transaction must create the correct journal entries, debiting Deferred Capitalized Income and crediting Income From Buy Down.
- The buy down fee details must be updated as amortization occurs, reducing the not-yet-amortized amount and increasing the amortized amount.
- Repayments made on scheduled dates must allocate amounts correctly between principal and interest while keeping the loan active until fully repaid.
- After all scheduled repayments and required accruals/amortizations are processed, the loan must close with status CLOSED_OBLIGATIONS_MET.
- A LoanBuyDownFeeAmortizationTransactionCreatedBusinessEvent must be published when buy down fee amortization is created."
169,Finance/Banking,Apache Fineract,"As a loan officer,
I want repayment transactions on working capital loans to allocate amounts correctly across principal, fees, and penalties according to the configured allocation rule,
So that loan balances, charge balances, and transaction records remain accurate for different repayment scenarios.

Acceptance Criteria:
- The system must support repayment allocation using `DUE_FEE_PENALTY_PRINCIPAL`, applying repayment amounts to due fee, due penalty, then principal.
- The system must support repayment allocation using `DUE_PENALTY_FEE_PRINCIPAL`, applying repayment amounts to due penalty, due fee, then principal.
- The system must support repayment allocation using `DUE_PRINCIPAL_FEE_PENALTY`, applying repayment amounts to principal first, then due fee, then due penalty.
- The system must support repayment allocation using `DUE_FEE_PRINCIPAL_PENALTY`, applying repayment amounts to due fee first, then principal, then due penalty.
- The system must support repayment allocation using `IN_ADVANCE_PENALTY_FEE_PRINCIPAL`, applying repayment amounts to advance penalty, advance fee, then principal.
- When specified due date fee and penalty charges are added to a working capital loan, they must be stored with the correct charge metadata, including due date, amount, currency, penalty flag, charge time type, calculation type, and payment mode.
- When a repayment is posted on the charge due date, the repayment transaction must be split into the correct principal, fee, and penalty portions based on the configured allocation rule.
- The loan account summary must update correctly after repayment, including total paid principal, realized income, unrealized income, and overpayment amount.
- Fee and penalty charge balances must update correctly after repayment, including outstanding and paid amounts.
- The loan transaction history must record both the disbursement and repayment transactions with the correct transaction date, amount, allocation portions, and reversal status.
- For the `DUE_PRINCIPAL_FEE_PENALTY` allocation, if repayment is made before the charge due date, the repayment must apply only to principal and leave fee and penalty outstanding.
- For the `DUE_PRINCIPAL_FEE_PENALTY` allocation, if repayment is made on the charge due date, the repayment must allocate to principal first and then to fee and penalty as applicable.
- For the `DUE_FEE_PENALTY_PRINCIPAL` allocation, if repayment is made on the charge due date, the repayment must allocate to fee and penalty before principal.
- For the `DUE_PENALTY_FEE_PRINCIPAL` allocation, if repayment is made on the charge due date, the repayment must allocate to penalty before fee and principal.
- For the `IN_ADVANCE_PENALTY_FEE_PRINCIPAL` allocation, if repayment is made before the charge due date, the repayment must allocate to penalty and fee in advance before principal."
170,Finance/Banking,Apache Fineract,"As a [loan administrator],
I want to manage loan repayments, reversals, refunds, multi-disbursements, and loan product configuration details,
So that I can accurately track outstanding balances and expose the correct loan product options and flags.

Acceptance Criteria:
- A fully disbursed loan can be repaid in full on time using an AUTOPAY repayment, creating a repayment transaction and reducing outstanding amount to 0.
- A loan that has been disbursed in multiple parts can be fully repaid with a single AUTOPAY repayment covering the total outstanding balance.
- A loan can be partially repaid, then receive an additional disbursement, and later be fully repaid with AUTOPAY.
- A loan that was fully repaid can receive a later additional disbursement and then be repaid again.
- A full repayment can be reversed, restoring the loan outstanding amount to the prior balance.
- After a repayment reversal, an NSF fee can be added and the outstanding amount increases accordingly.
- A partial repayment can be reversed, restoring the original outstanding amount.
- A repayment reversal can still be followed by an NSF fee and a subsequent repayment that clears the loan.
- A full repayment can be reversed after the loan’s 1-month period, then an NSF fee can be added, and the loan can be repaid again.
- A partial repayment can be refunded, reducing the outstanding amount to 0.
- A refund can be reversed after a partial repayment, restoring the outstanding amount to the pre-refund balance.
- A refund reversal can be applied after a repayment reversal, restoring the original outstanding amount.
- The loan product template response must include exactly 3 charge-off reason options.
- The charge-off reason options in the loan product template response must be Fraud, Delinquent, and Other with positions 0, 1, and 2 respectively.
- The charge-off reason options in a specific loan product response must also include exactly 3 options with the same values and attributes.
- The loan product response must contain the interestRecognitionOnDisbursementDate flag set to false."
